,id,Brown dwarf,Constellation,Right ascension,Declination,App.mag.,Distance,Spectraltype,Mass,Radius,Discovery year,star_names,distance,mass,radius,luminosity
138,138,2MASS J00501994-3322402 [de],Sculptor,0h 50m 19.94s,−33° 22′ 40.2″,0.0,34.0,T7,0.03818352,0.09659721999999998,0.0,Pollux,0034,1.9,8.8,43
139,139,2MASS J00501994-3322402 [de],Sculptor,0h 50m 19.94s,−33° 22′ 40.2″,0.0,34.0,T7,0.03818352,0.09659721999999998,0.0,Pollux,0034,1.9,8.8,43
140,140,2MASS J00034227-2822410,Sculptor,0h 55m 39.72s,−28° 22′ 42″,0.0,0.0,M7.5,0.0,0.0,0.0,Pollux,0034,1.9,8.8,43
141,141,2MASS J00034227-2822410,Sculptor,0h 55m 39.72s,−28° 22′ 42″,0.0,0.0,M7.5,0.0,0.0,0.0,Pollux,0034,1.9,8.8,43
142,142,2MASS J00034227-2822410,Sculptor,0h 55m 39.72s,−28° 22′ 42″,0.0,0.0,M7.5,0.0,0.0,0.0,Pollux,0034,1.9,8.8,43
143,143,2MASS J00034227-2822410,Sculptor,0h 55m 39.72s,−28° 22′ 42″,0.0,0.0,M7.5,0.0,0.0,0.0,Pollux,0034,1.9,8.8,43
144,144,2MASS J00034227-2822410,Sculptor,0h 55m 39.72s,−28° 22′ 42″,0.0,0.0,M7.5,0.0,0.0,0.0,Fomalhaut,0025,1.9,1.8,16.6
145,145,2MASS J00034227-2822410,Sculptor,0h 55m 39.72s,−28° 22′ 42″,0.0,0.0,M7.5,0.0,0.0,0.0,Fomalhaut,0025,1.9,1.8,16.6
146,146,2MASS J00034227-2822410,Sculptor,0h 55m 39.72s,−28° 22′ 42″,0.0,0.0,M7.5,0.0,0.0,0.0,Fomalhaut,0025,1.9,1.8,16.6
147,147,2MASS J00034227-2822410,Sculptor,0h 55m 39.72s,−28° 22′ 42″,0.0,0.0,M7.5,0.0,0.0,0.0,Fomalhaut,0025,1.9,1.8,16.6
148,148,2MASS J00034227-2822410,Sculptor,0h 55m 39.72s,−28° 22′ 42″,0.0,0.0,M7.5,0.0,0.0,0.0,Fomalhaut,0025,1.9,1.8,16.6
149,149,2MASS J00034227-2822410,Sculptor,0h 55m 39.72s,−28° 22′ 42″,0.0,0.0,M7.5,0.0,0.0,0.0,Fomalhaut,0025,1.9,1.8,16.6
150,150,2MASS J00584253-0651239 [de],Cetus,0h 58m 42.53s,−6° 51′ 23.9″,0.0,96.0,L0β,0.027683052,0.14695108999999998,0.0,Fomalhaut,0025,1.9,1.8,16.6
151,151,2MASS J00584253-0651239 [de],Cetus,0h 58m 42.53s,−6° 51′ 23.9″,0.0,96.0,L0β,0.027683052,0.14695108999999998,0.0,Fomalhaut,0025,1.9,1.8,16.6
152,152,2MASS J00584253-0651239 [de],Cetus,0h 58m 42.53s,−6° 51′ 23.9″,0.0,96.0,L0β,0.027683052,0.14695108999999998,0.0,Deneb,"2,600",19,203,"200,000"
153,153,2MASS J00584253-0651239 [de],Cetus,0h 58m 42.53s,−6° 51′ 23.9″,0.0,96.0,L0β,0.027683052,0.14695108999999998,0.0,Deneb,"2,600",19,203,"200,000"
154,154,2MASS J00584253-0651239 [de],Cetus,0h 58m 42.53s,−6° 51′ 23.9″,0.0,96.0,L0β,0.027683052,0.14695108999999998,0.0,Deneb,"2,600",19,203,"200,000"
155,155,2MASS J00584253-0651239 [de],Cetus,0h 58m 42.53s,−6° 51′ 23.9″,0.0,96.0,L0β,0.027683052,0.14695108999999998,0.0,Deneb,"2,600",19,203,"200,000"
156,156,2MASS J00584253-0651239 [de],Cetus,0h 58m 42.53s,−6° 51′ 23.9″,0.0,96.0,L0β,0.027683052,0.14695108999999998,0.0,Deneb,"2,600",19,203,"200,000"
157,157,2MASS J00584253-0651239 [de],Cetus,0h 58m 42.53s,−6° 51′ 23.9″,0.0,96.0,L0β,0.027683052,0.14695108999999998,0.0,Deneb,"2,600",19,203,"200,000"
158,158,2MASS J00584253-0651239 [de],Cetus,0h 58m 42.53s,−6° 51′ 23.9″,0.0,96.0,L0β,0.027683052,0.14695108999999998,0.0,Deneb,"2,600",19,203,"200,000"
159,159,2MASS J00584253-0651239 [de],Cetus,0h 58m 42.53s,−6° 51′ 23.9″,0.0,96.0,L0β,0.027683052,0.14695108999999998,0.0,Deneb,"2,600",19,203,"200,000"
160,160,CFBDS J005910.90–011401.3,Cetus,0h 59m 10.83s,−1° 14′ 1.3″,18.08,30.0,T8.5,0.021955524,0.0,2013.0,Mimosa,0350,16,8.4,"34,000"
161,161,CFBDS J005910.90–011401.3,Cetus,0h 59m 10.83s,−1° 14′ 1.3″,18.08,30.0,T8.5,0.021955524,0.0,2013.0,Mimosa,0350,16,8.4,"34,000"
162,162,CFBDS J005910.90–011401.3,Cetus,0h 59m 10.83s,−1° 14′ 1.3″,18.08,30.0,T8.5,0.021955524,0.0,2013.0,Mimosa,0350,16,8.4,"34,000"
163,163,CFBDS J005910.90–011401.3,Cetus,0h 59m 10.83s,−1° 14′ 1.3″,18.08,30.0,T8.5,0.021955524,0.0,2013.0,Mimosa,0350,16,8.4,"34,000"
164,164,CFBDS J005910.90–011401.3,Cetus,0h 59m 10.83s,−1° 14′ 1.3″,18.08,30.0,T8.5,0.021955524,0.0,2013.0,Mimosa,0350,16,8.4,"34,000"
165,165,CFBDS J005910.90–011401.3,Cetus,0h 59m 10.83s,−1° 14′ 1.3″,18.08,30.0,T8.5,0.021955524,0.0,2013.0,Mimosa,0350,16,8.4,"34,000"
166,166,CFBDS J005910.90–011401.3,Cetus,0h 59m 10.83s,−1° 14′ 1.3″,18.08,30.0,T8.5,0.021955524,0.0,2013.0,Mimosa,0350,16,8.4,"34,000"
167,167,CFBDS J005910.90–011401.3,Cetus,0h 59m 10.83s,−1° 14′ 1.3″,18.08,30.0,T8.5,0.021955524,0.0,2013.0,Mimosa,0350,16,8.4,"34,000"
168,168,CFBDS J005910.90–011401.3,Cetus,0h 59m 10.83s,−1° 14′ 1.3″,18.08,30.0,T8.5,0.021955524,0.0,2013.0,Regulus,0077,3.8,3.1,290
169,169,CFBDS J005910.90–011401.3,Cetus,0h 59m 10.83s,−1° 14′ 1.3″,18.08,30.0,T8.5,0.021955524,0.0,2013.0,Regulus,0077,3.8,3.1,290
170,170,2MASSI J0103320+193536,Pisces,1h 3m 32.03s,19° ′ 35″,0.0,70.0,L6β,0.049638576000000004,0.10070773999999999,0.0,Regulus,0077,3.8,3.1,290
171,171,2MASSI J0103320+193536,Pisces,1h 3m 32.03s,19° ′ 35″,0.0,70.0,L6β,0.049638576000000004,0.10070773999999999,0.0,Regulus,0077,3.8,3.1,290
172,172,2MASSI J0103320+193536,Pisces,1h 3m 32.03s,19° ′ 35″,0.0,70.0,L6β,0.049638576000000004,0.10070773999999999,0.0,Regulus,0077,3.8,3.1,290
173,173,2MASSI J0103320+193536,Pisces,1h 3m 32.03s,19° ′ 35″,0.0,70.0,L6β,0.049638576000000004,0.10070773999999999,0.0,Regulus,0077,3.8,3.1,290
174,174,2MASSI J0103320+193536,Pisces,1h 3m 32.03s,19° ′ 35″,0.0,70.0,L6β,0.049638576000000004,0.10070773999999999,0.0,Regulus,0077,3.8,3.1,290
175,175,2MASSI J0103320+193536,Pisces,1h 3m 32.03s,19° ′ 35″,0.0,70.0,L6β,0.049638576000000004,0.10070773999999999,0.0,Regulus,0077,3.8,3.1,290
176,176,2MASSI J0103320+193536,Pisces,1h 3m 32.03s,19° ′ 35″,0.0,70.0,L6β,0.049638576000000004,0.10070773999999999,0.0,Adhara,0430,12.5,14,"39,000"
177,177,2MASSI J0103320+193536,Pisces,1h 3m 32.03s,19° ′ 35″,0.0,70.0,L6β,0.049638576000000004,0.10070773999999999,0.0,Adhara,0430,12.5,14,"39,000"
178,178,2MASSI J0103320+193536,Pisces,1h 3m 32.03s,19° ′ 35″,0.0,70.0,L6β,0.049638576000000004,0.10070773999999999,0.0,Adhara,0430,12.5,14,"39,000"
179,179,2MASSI J0103320+193536,Pisces,1h 3m 32.03s,19° ′ 35″,0.0,70.0,L6β,0.049638576000000004,0.10070773999999999,0.0,Adhara,0430,12.5,14,"39,000"
180,180,SDSSp J010752.33+004156.1 [de],Cetus,1h 7m 52.42s,−0° 41′ 56.3″,0.0,51.0,L8,0.049638576000000004,0.10070773999999999,0.0,Adhara,0430,12.5,14,"39,000"
181,181,SDSSp J010752.33+004156.1 [de],Cetus,1h 7m 52.42s,−0° 41′ 56.3″,0.0,51.0,L8,0.049638576000000004,0.10070773999999999,0.0,Adhara,0430,12.5,14,"39,000"
182,182,SDSSp J010752.33+004156.1 [de],Cetus,1h 7m 52.42s,−0° 41′ 56.3″,0.0,51.0,L8,0.049638576000000004,0.10070773999999999,0.0,Adhara,0430,12.5,14,"39,000"
183,183,SDSSp J010752.33+004156.1 [de],Cetus,1h 7m 52.42s,−0° 41′ 56.3″,0.0,51.0,L8,0.049638576000000004,0.10070773999999999,0.0,Adhara,0430,12.5,14,"39,000"
184,184,SDSSp J010752.33+004156.1 [de],Cetus,1h 7m 52.42s,−0° 41′ 56.3″,0.0,51.0,L8,0.049638576000000004,0.10070773999999999,0.0,Shaula,0700,14.5,8.8,"36,000"
185,185,SDSSp J010752.33+004156.1 [de],Cetus,1h 7m 52.42s,−0° 41′ 56.3″,0.0,51.0,L8,0.049638576000000004,0.10070773999999999,0.0,Shaula,0700,14.5,8.8,"36,000"
186,186,SDSSp J010752.33+004156.1 [de],Cetus,1h 7m 52.42s,−0° 41′ 56.3″,0.0,51.0,L8,0.049638576000000004,0.10070773999999999,0.0,Shaula,0700,14.5,8.8,"36,000"
187,187,SDSSp J010752.33+004156.1 [de],Cetus,1h 7m 52.42s,−0° 41′ 56.3″,0.0,51.0,L8,0.049638576000000004,0.10070773999999999,0.0,Shaula,0700,14.5,8.8,"36,000"
188,188,SDSSp J010752.33+004156.1 [de],Cetus,1h 7m 52.42s,−0° 41′ 56.3″,0.0,51.0,L8,0.049638576000000004,0.10070773999999999,0.0,Shaula,0700,14.5,8.8,"36,000"
189,189,SDSSp J010752.33+004156.1 [de],Cetus,1h 7m 52.42s,−0° 41′ 56.3″,0.0,51.0,L8,0.049638576000000004,0.10070773999999999,0.0,Shaula,0700,14.5,8.8,"36,000"
190,190,2MASSI J0117474-340325 [de],Sculptor,1h 17m 47.48s,−34° 3′ 25.8″,0.0,163.0,L2:,0.01909176,0.16647606,0.0,Shaula,0700,14.5,8.8,"36,000"
191,191,2MASSI J0117474-340325 [de],Sculptor,1h 17m 47.48s,−34° 3′ 25.8″,0.0,163.0,L2:,0.01909176,0.16647606,0.0,Shaula,0700,14.5,8.8,"36,000"
192,192,2MASSI J0117474-340325 [de],Sculptor,1h 17m 47.48s,−34° 3′ 25.8″,0.0,163.0,L2:,0.01909176,0.16647606,0.0,Castor,0052,2.8,2.4,30
193,193,2MASSI J0117474-340325 [de],Sculptor,1h 17m 47.48s,−34° 3′ 25.8″,0.0,163.0,L2:,0.01909176,0.16647606,0.0,Castor,0052,2.8,2.4,30
194,194,2MASSI J0117474-340325 [de],Sculptor,1h 17m 47.48s,−34° 3′ 25.8″,0.0,163.0,L2:,0.01909176,0.16647606,0.0,Castor,0052,2.8,2.4,30
195,195,2MASSI J0117474-340325 [de],Sculptor,1h 17m 47.48s,−34° 3′ 25.8″,0.0,163.0,L2:,0.01909176,0.16647606,0.0,Castor,0052,2.8,2.4,30
196,196,2MASSI J0117474-340325 [de],Sculptor,1h 17m 47.48s,−34° 3′ 25.8″,0.0,163.0,L2:,0.01909176,0.16647606,0.0,Castor,0052,2.8,2.4,30
197,197,2MASSI J0117474-340325 [de],Sculptor,1h 17m 47.48s,−34° 3′ 25.8″,0.0,163.0,L2:,0.01909176,0.16647606,0.0,Castor,0052,2.8,2.4,30
198,198,2MASSI J0117474-340325 [de],Sculptor,1h 17m 47.48s,−34° 3′ 25.8″,0.0,163.0,L2:,0.01909176,0.16647606,0.0,Castor,0052,2.8,2.4,30
199,199,2MASSI J0117474-340325 [de],Sculptor,1h 17m 47.48s,−34° 3′ 25.8″,0.0,163.0,L2:,0.01909176,0.16647606,0.0,Castor,0052,2.8,2.4,30
200,200,2MASS J01415823-4633574 [de],Phoenix,1h 41m 58.23s,−46° 33′ 57.4″,0.0,130.0,L0γ,0.01909176,0.16544843,0.0,Gacrux,0088,1.5,84,820
201,201,2MASS J01415823-4633574 [de],Phoenix,1h 41m 58.23s,−46° 33′ 57.4″,0.0,130.0,L0γ,0.01909176,0.16544843,0.0,Gacrux,0088,1.5,84,820
202,202,2MASS J01415823-4633574 [de],Phoenix,1h 41m 58.23s,−46° 33′ 57.4″,0.0,130.0,L0γ,0.01909176,0.16544843,0.0,Gacrux,0088,1.5,84,820
203,203,2MASS J01415823-4633574 [de],Phoenix,1h 41m 58.23s,−46° 33′ 57.4″,0.0,130.0,L0γ,0.01909176,0.16544843,0.0,Gacrux,0088,1.5,84,820
204,204,2MASS J01415823-4633574 [de],Phoenix,1h 41m 58.23s,−46° 33′ 57.4″,0.0,130.0,L0γ,0.01909176,0.16544843,0.0,Gacrux,0088,1.5,84,820
205,205,2MASS J01415823-4633574 [de],Phoenix,1h 41m 58.23s,−46° 33′ 57.4″,0.0,130.0,L0γ,0.01909176,0.16544843,0.0,Gacrux,0088,1.5,84,820
206,206,2MASS J01415823-4633574 [de],Phoenix,1h 41m 58.23s,−46° 33′ 57.4″,0.0,130.0,L0γ,0.01909176,0.16544843,0.0,Gacrux,0088,1.5,84,820
207,207,2MASS J01415823-4633574 [de],Phoenix,1h 41m 58.23s,−46° 33′ 57.4″,0.0,130.0,L0γ,0.01909176,0.16544843,0.0,Gacrux,0088,1.5,84,820
208,208,2MASS J01415823-4633574 [de],Phoenix,1h 41m 58.23s,−46° 33′ 57.4″,0.0,130.0,L0γ,0.01909176,0.16544843,0.0,Bellatrix,0240,8.6,5.8,"9,200"
209,209,2MASS J01415823-4633574 [de],Phoenix,1h 41m 58.23s,−46° 33′ 57.4″,0.0,130.0,L0γ,0.01909176,0.16544843,0.0,Bellatrix,0240,8.6,5.8,"9,200"
210,210,SDSS J015141.69+124429.6,0,1h 51m 41.55s,12° 44′ 30″,0.0,70.0,T1,0.044865636,0.09968010999999999,0.0,Bellatrix,0240,8.6,5.8,"9,200"
211,211,SDSS J015141.69+124429.6,0,1h 51m 41.55s,12° 44′ 30″,0.0,70.0,T1,0.044865636,0.09968010999999999,0.0,Bellatrix,0240,8.6,5.8,"9,200"
212,212,SDSS J015141.69+124429.6,0,1h 51m 41.55s,12° 44′ 30″,0.0,70.0,T1,0.044865636,0.09968010999999999,0.0,Bellatrix,0240,8.6,5.8,"9,200"
213,213,SDSS J015141.69+124429.6,0,1h 51m 41.55s,12° 44′ 30″,0.0,70.0,T1,0.044865636,0.09968010999999999,0.0,Bellatrix,0240,8.6,5.8,"9,200"
214,214,SDSS J015141.69+124429.6,0,1h 51m 41.55s,12° 44′ 30″,0.0,70.0,T1,0.044865636,0.09968010999999999,0.0,Bellatrix,0240,8.6,5.8,"9,200"
215,215,SDSS J015141.69+124429.6,0,1h 51m 41.55s,12° 44′ 30″,0.0,70.0,T1,0.044865636,0.09968010999999999,0.0,Bellatrix,0240,8.6,5.8,"9,200"
216,216,SDSS J015141.69+124429.6,0,1h 51m 41.55s,12° 44′ 30″,0.0,70.0,T1,0.044865636,0.09968010999999999,0.0,Elnath,0130,5.0,4.2,700
217,217,SDSS J015141.69+124429.6,0,1h 51m 41.55s,12° 44′ 30″,0.0,70.0,T1,0.044865636,0.09968010999999999,0.0,Elnath,0130,5.0,4.2,700
218,218,SDSS J015141.69+124429.6,0,1h 51m 41.55s,12° 44′ 30″,0.0,70.0,T1,0.044865636,0.09968010999999999,0.0,Elnath,0130,5.0,4.2,700
219,219,SDSS J015141.69+124429.6,0,1h 51m 41.55s,12° 44′ 30″,0.0,70.0,T1,0.044865636,0.09968010999999999,0.0,Elnath,0130,5.0,4.2,700
220,220,DENIS-P J020529.0−115925A,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,0.0,65.0,L5.5,0.0,0.0,1997.0,Elnath,0130,5.0,4.2,700
221,221,DENIS-P J020529.0−115925A,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,0.0,65.0,L5.5,0.0,0.0,1997.0,Elnath,0130,5.0,4.2,700
222,222,DENIS-P J020529.0−115925A,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,0.0,65.0,L5.5,0.0,0.0,1997.0,Elnath,0130,5.0,4.2,700
223,223,DENIS-P J020529.0−115925A,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,0.0,65.0,L5.5,0.0,0.0,1997.0,Elnath,0130,5.0,4.2,700
224,224,DENIS-P J020529.0−115925A,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,0.0,65.0,L5.5,0.0,0.0,1997.0,Miaplacidus,0110,3.5,6.8,290
225,225,DENIS-P J020529.0−115925A,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,0.0,65.0,L5.5,0.0,0.0,1997.0,Miaplacidus,0110,3.5,6.8,290
226,226,DENIS-P J020529.0−115925A,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,0.0,65.0,L5.5,0.0,0.0,1997.0,Miaplacidus,0110,3.5,6.8,290
227,227,DENIS-P J020529.0−115925A,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,0.0,65.0,L5.5,0.0,0.0,1997.0,Miaplacidus,0110,3.5,6.8,290
228,228,DENIS-P J020529.0−115925A,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,0.0,65.0,L5.5,0.0,0.0,1997.0,Miaplacidus,0110,3.5,6.8,290
229,229,DENIS-P J020529.0−115925A,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,0.0,65.0,L5.5,0.0,0.0,1997.0,Miaplacidus,0110,3.5,6.8,290
230,230,DENIS-P J020529.0−115925B,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,0.0,65.0,L8,0.0,0.0,1997.0,Miaplacidus,0110,3.5,6.8,290
231,231,DENIS-P J020529.0−115925B,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,0.0,65.0,L8,0.0,0.0,1997.0,Miaplacidus,0110,3.5,6.8,290
232,232,DENIS-P J020529.0−115925B,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,0.0,65.0,L8,0.0,0.0,1997.0,Alnilam,"2,000",32,42,"380,000"
233,233,DENIS-P J020529.0−115925B,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,0.0,65.0,L8,0.0,0.0,1997.0,Alnilam,"2,000",32,42,"380,000"
234,234,DENIS-P J020529.0−115925B,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,0.0,65.0,L8,0.0,0.0,1997.0,Alnilam,"2,000",32,42,"380,000"
235,235,DENIS-P J020529.0−115925B,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,0.0,65.0,L8,0.0,0.0,1997.0,Alnilam,"2,000",32,42,"380,000"
236,236,DENIS-P J020529.0−115925B,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,0.0,65.0,L8,0.0,0.0,1997.0,Alnilam,"2,000",32,42,"380,000"
237,237,DENIS-P J020529.0−115925B,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,0.0,65.0,L8,0.0,0.0,1997.0,Alnilam,"2,000",32,42,"380,000"
238,238,DENIS-P J020529.0−115925B,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,0.0,65.0,L8,0.0,0.0,1997.0,Alnilam,"2,000",32,42,"380,000"
239,239,DENIS-P J020529.0−115925B,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,0.0,65.0,L8,0.0,0.0,1997.0,Alnilam,"2,000",32,42,"380,000"
240,240,DENIS-P J020529.0−115925C,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,0.0,65.0,T0,0.0,0.0,1997.0,Gamma Velorum,"01,100",9.0,6,"170,000"
241,241,DENIS-P J020529.0−115925C,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,0.0,65.0,T0,0.0,0.0,1997.0,Gamma Velorum,"01,100",9.0,6,"170,000"
242,242,DENIS-P J020529.0−115925C,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,0.0,65.0,T0,0.0,0.0,1997.0,Gamma Velorum,"01,100",9.0,6,"170,000"
243,243,DENIS-P J020529.0−115925C,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,0.0,65.0,T0,0.0,0.0,1997.0,Gamma Velorum,"01,100",9.0,6,"170,000"
244,244,DENIS-P J020529.0−115925C,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,0.0,65.0,T0,0.0,0.0,1997.0,Gamma Velorum,"01,100",9.0,6,"170,000"
245,245,DENIS-P J020529.0−115925C,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,0.0,65.0,T0,0.0,0.0,1997.0,Gamma Velorum,"01,100",9.0,6,"170,000"
246,246,DENIS-P J020529.0−115925C,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,0.0,65.0,T0,0.0,0.0,1997.0,Gamma Velorum,"01,100",9.0,6,"170,000"
247,247,DENIS-P J020529.0−115925C,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,0.0,65.0,T0,0.0,0.0,1997.0,Gamma Velorum,"01,100",9.0,6,"170,000"
248,248,DENIS-P J020529.0−115925C,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,0.0,65.0,T0,0.0,0.0,1997.0,Alnair,0101,4.0,3.4,260
249,249,DENIS-P J020529.0−115925C,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,0.0,65.0,T0,0.0,0.0,1997.0,Alnair,0101,4.0,3.4,260
250,250,SDSS J020742.48+000056.2 [de],Cetus,2h 7m 42.84s,−0° 0′ 56.4″,0.0,111.0,T4.5,0.044865636,0.09968010999999999,0.0,Alnair,0101,4.0,3.4,260
251,251,SDSS J020742.48+000056.2 [de],Cetus,2h 7m 42.84s,−0° 0′ 56.4″,0.0,111.0,T4.5,0.044865636,0.09968010999999999,0.0,Alnair,0101,4.0,3.4,260
252,252,SDSS J020742.48+000056.2 [de],Cetus,2h 7m 42.84s,−0° 0′ 56.4″,0.0,111.0,T4.5,0.044865636,0.09968010999999999,0.0,Alnair,0101,4.0,3.4,260
253,253,SDSS J020742.48+000056.2 [de],Cetus,2h 7m 42.84s,−0° 0′ 56.4″,0.0,111.0,T4.5,0.044865636,0.09968010999999999,0.0,Alnair,0101,4.0,3.4,260
254,254,SDSS J020742.48+000056.2 [de],Cetus,2h 7m 42.84s,−0° 0′ 56.4″,0.0,111.0,T4.5,0.044865636,0.09968010999999999,0.0,Alnair,0101,4.0,3.4,260
255,255,SDSS J020742.48+000056.2 [de],Cetus,2h 7m 42.84s,−0° 0′ 56.4″,0.0,111.0,T4.5,0.044865636,0.09968010999999999,0.0,Alnair,0101,4.0,3.4,260
256,256,SDSS J020742.48+000056.2 [de],Cetus,2h 7m 42.84s,−0° 0′ 56.4″,0.0,111.0,T4.5,0.044865636,0.09968010999999999,0.0,Alioth,0081,2.9,4.2,110
257,257,SDSS J020742.48+000056.2 [de],Cetus,2h 7m 42.84s,−0° 0′ 56.4″,0.0,111.0,T4.5,0.044865636,0.09968010999999999,0.0,Alioth,0081,2.9,4.2,110
258,258,SDSS J020742.48+000056.2 [de],Cetus,2h 7m 42.84s,−0° 0′ 56.4″,0.0,111.0,T4.5,0.044865636,0.09968010999999999,0.0,Alioth,0081,2.9,4.2,110
259,259,SDSS J020742.48+000056.2 [de],Cetus,2h 7m 42.84s,−0° 0′ 56.4″,0.0,111.0,T4.5,0.044865636,0.09968010999999999,0.0,Alioth,0081,2.9,4.2,110
260,260,2MASS J02103857-3015313,0,2h 10m 38.57s,−30° 15′ 31.3″,0.0,101.0,L0γ,0.014318820000000001,0.15722739,0.0,Alioth,0081,2.9,4.2,110
261,261,2MASS J02103857-3015313,0,2h 10m 38.57s,−30° 15′ 31.3″,0.0,101.0,L0γ,0.014318820000000001,0.15722739,0.0,Alioth,0081,2.9,4.2,110
262,262,2MASS J02103857-3015313,0,2h 10m 38.57s,−30° 15′ 31.3″,0.0,101.0,L0γ,0.014318820000000001,0.15722739,0.0,Alioth,0081,2.9,4.2,110
263,263,2MASS J02103857-3015313,0,2h 10m 38.57s,−30° 15′ 31.3″,0.0,101.0,L0γ,0.014318820000000001,0.15722739,0.0,Alioth,0081,2.9,4.2,110
264,264,2MASS J02103857-3015313,0,2h 10m 38.57s,−30° 15′ 31.3″,0.0,101.0,L0γ,0.014318820000000001,0.15722739,0.0,Alnitak,01050,33,20,"120,000"
265,265,2MASS J02103857-3015313,0,2h 10m 38.57s,−30° 15′ 31.3″,0.0,101.0,L0γ,0.014318820000000001,0.15722739,0.0,Alnitak,01050,33,20,"120,000"
266,266,2MASS J02103857-3015313,0,2h 10m 38.57s,−30° 15′ 31.3″,0.0,101.0,L0γ,0.014318820000000001,0.15722739,0.0,Alnitak,01050,33,20,"120,000"
267,267,2MASS J02103857-3015313,0,2h 10m 38.57s,−30° 15′ 31.3″,0.0,101.0,L0γ,0.014318820000000001,0.15722739,0.0,Alnitak,01050,33,20,"120,000"
268,268,2MASS J02103857-3015313,0,2h 10m 38.57s,−30° 15′ 31.3″,0.0,101.0,L0γ,0.014318820000000001,0.15722739,0.0,Alnitak,01050,33,20,"120,000"
269,269,2MASS J02103857-3015313,0,2h 10m 38.57s,−30° 15′ 31.3″,0.0,101.0,L0γ,0.014318820000000001,0.15722739,0.0,Alnitak,01050,33,20,"120,000"
270,270,2MASS J02340093-6442068,0,2h 34m 0.93s,−64° 42′ 6.8″,0.0,155.0,L0γ,0.01909176,0.16647606,0.0,Alnitak,01050,33,20,"120,000"
271,271,2MASS J02340093-6442068,0,2h 34m 0.93s,−64° 42′ 6.8″,0.0,155.0,L0γ,0.01909176,0.16647606,0.0,Alnitak,01050,33,20,"120,000"
272,272,2MASS J02340093-6442068,0,2h 34m 0.93s,−64° 42′ 6.8″,0.0,155.0,L0γ,0.01909176,0.16647606,0.0,Dubhe,0120,4.25,30,300
273,273,2MASS J02340093-6442068,0,2h 34m 0.93s,−64° 42′ 6.8″,0.0,155.0,L0γ,0.01909176,0.16647606,0.0,Dubhe,0120,4.25,30,300
274,274,2MASS J02340093-6442068,0,2h 34m 0.93s,−64° 42′ 6.8″,0.0,155.0,L0γ,0.01909176,0.16647606,0.0,Dubhe,0120,4.25,30,300
275,275,2MASS J02340093-6442068,0,2h 34m 0.93s,−64° 42′ 6.8″,0.0,155.0,L0γ,0.01909176,0.16647606,0.0,Dubhe,0120,4.25,30,300
276,276,2MASS J02340093-6442068,0,2h 34m 0.93s,−64° 42′ 6.8″,0.0,155.0,L0γ,0.01909176,0.16647606,0.0,Dubhe,0120,4.25,30,300
277,277,2MASS J02340093-6442068,0,2h 34m 0.93s,−64° 42′ 6.8″,0.0,155.0,L0γ,0.01909176,0.16647606,0.0,Dubhe,0120,4.25,30,300
278,278,2MASS J02340093-6442068,0,2h 34m 0.93s,−64° 42′ 6.8″,0.0,155.0,L0γ,0.01909176,0.16647606,0.0,Dubhe,0120,4.25,30,300
279,279,2MASS J02340093-6442068,0,2h 34m 0.93s,−64° 42′ 6.8″,0.0,155.0,L0γ,0.01909176,0.16647606,0.0,Dubhe,0120,4.25,30,300
280,280,2MASS J02411151-0326587 [de],Cetus,2h 41m 11.51s,−3° 26′ 58.7″,0.0,152.0,L0γ,0.025773876,0.14489582999999998,0.0,Mirfak,0590,8.5,68,"5,000"
281,281,2MASS J02411151-0326587 [de],Cetus,2h 41m 11.51s,−3° 26′ 58.7″,0.0,152.0,L0γ,0.025773876,0.14489582999999998,0.0,Mirfak,0590,8.5,68,"5,000"
